425.45726950032457,82
687.2751620791697,134
554.643781790561,114
219.0073818875285,42
560.269532606898,109
315.6010677372027,57
9.691298481059125,1
339.2225911605274,70
140.12421270876567,25
438.18421133187945,84
349.89060725824544,66
664.873752388937,133
500.46259139522954,102
568.2080763415499,107
138.5914424321904,26
118.77492070837606,23
608.7807545090155,123
653.9100766196223,130
104.4314684528391,21
64.41171052998757,12
378.38756145409036,71
631.0632495915781,128
244.63663740863447,48
386.21364738584066,72
440.3923969140431,88
739.1057926588836,148
366.35298089884606,74
483.54570008501395,96
314.7587654658288,63
663.9248083479782,132
218.61532293448892,39
266.1043476795182,53
400.56580298753744,79
46.07235387578194,10
272.1339801792178,50
251.99385653692892,49
226.5543847234935,43
699.3995406621876,135
204.9414697883337,40
571.3272155028983,115
730.1228340554435,142
360.8936640417998,69
111.57331007231312,17
249.39342978825283,46
272.22486766768594,54
634.3159046901491,126
322.7217930967917,61
610.1884870199298,124
615.3796561173627,117
98.19392114781378,20
737.0616755133395,146
185.49217658564908,35
28.907675951437582,6
75.99820962310048,15
148.0328884293411,28
488.1787981329278,97
286.9283601517585,56
416.46919327087744,81
502.9355766095143,98
739.9904854830446,149
303.6429608097151,60
742.4432896531208,147
532.9832921470025,104
254.89226866620254,52
109.28120816744347,22
369.0292597533174,75
206.34848574241582,37
390.9788182237953,77
741.7715281218674,145
333.6813271773089,64
708.7361552865676,136
472.06597228956883,94
620.5088187155652,127
440.8481219757636,87
467.2084863881686,92
490.8823794353968,95
717.6309547967336,139
396.7265462125183,76
167.9380509151424,32
514.7076445246556,101
79.03471602609496,13
137.96439826913362,24
304.24806825330194,59
245.91963383387963,45
177.4769184914814,34
655.4516940958874,131
466.0717365799418,93
247.94440398121088,47
592.5765807158632,116
49.70130042220641,9
602.830546822723,119
469.4150773743467,90
61.35211470528306,14
99.5139100948717,16
558.1286735448881,111
443.6135143868738,85
445.8883677169493,89
171.98932388190755,33
151.94069557942578,29
622.5073354351857,120
392.01640066577863,78
457.982444528055,91
20.47907870396923,3
294.52204770375675,55
705.4715259220969,138
