x,y
-20.0,2473.236824606551
-19.8,2405.673895443177
-19.6,2444.5231356102336
-19.400000000000002,2320.437236111908
-19.200000000000003,2288.088295247346
-19.000000000000004,2289.4744335118476
-18.800000000000004,2172.3230278543138
-18.600000000000005,2139.8509002620926
-18.400000000000006,2121.628096775112
-18.200000000000006,2064.9039012666203
-18.000000000000007,1998.2170616273474
-17.800000000000008,1987.4537046823737
-17.60000000000001,1942.8351315899642
-17.40000000000001,1932.1041480782867
-17.20000000000001,1824.8563441158512
-17.00000000000001,1814.9946288693036
-16.80000000000001,1832.1417302846176
-16.600000000000012,1815.3199302169414
-16.400000000000013,1676.6646132693515
-16.200000000000014,1704.145425326786
-16.000000000000014,1618.581763443444
-15.800000000000015,1585.8944053585199
-15.600000000000016,1549.4436245023333
-15.400000000000016,1527.324762125131
-15.200000000000017,1534.6931948074039
-15.000000000000018,1491.3726381263002
-14.800000000000018,1437.3743272965744
-14.60000000000002,1390.7006736455457
-14.40000000000002,1368.0986652880267
-14.20000000000002,1331.6220867382806
-14.000000000000021,1325.7915995838625
-13.800000000000022,1250.652851106237
-13.600000000000023,1237.4141527454308
-13.400000000000023,1202.9679716457263
-13.200000000000024,1173.230755474448
-13.000000000000025,1151.476529756951
-12.800000000000026,1119.5298027312788
-12.600000000000026,1123.6454572272514
-12.400000000000027,1051.393731811675
-12.200000000000028,1071.6459688034709
-12.000000000000028,986.8244093650052
-11.80000000000003,953.2680574816577
-11.60000000000003,942.6221456625896
-11.40000000000003,922.6631541704847
-11.200000000000031,892.8883721934052
-11.000000000000032,896.7589015016432
-10.800000000000033,865.7802893647629
-10.600000000000033,820.4332119436369
-10.400000000000034,769.9099122259078
-10.200000000000035,751.7815696107912
-10.000000000000036,772.4019405376579
-9.800000000000036,712.2376236855345
-9.600000000000037,642.2768059986121
-9.400000000000038,637.313043038559
-9.200000000000038,617.4746030030623
-9.000000000000039,646.5661431112746
-8.80000000000004,586.3850804552799
-8.60000000000004,635.4032032116125
-8.400000000000041,565.6985841078173
-8.200000000000042,528.5442047599103
-8.000000000000043,490.92888242914967
-7.800000000000043,512.7653792903795
-7.600000000000044,456.37866573208225
-7.400000000000045,419.2762963974907
-7.2000000000000455,441.843981531931
-7.000000000000046,406.38274950118927
-6.800000000000047,423.27182177474054
-6.600000000000048,367.392200437539
-6.400000000000048,266.2093610013275
-6.200000000000049,358.48099212540353
-6.00000000000005,261.6677734815862
-5.8000000000000504,347.7626843622752
-5.600000000000051,340.24094215752604
-5.400000000000052,257.18905842285943
-5.200000000000053,219.85894269654207
-5.000000000000053,198.08777925995605
-4.800000000000054,251.77963863755875
-4.600000000000055,205.5364546713897
-4.400000000000055,180.04920199733965
-4.200000000000056,177.49740896261605
-4.000000000000057,234.65544062793504
-3.8000000000000576,170.00757981263592
-3.6000000000000583,169.9718085009771
-3.400000000000059,159.30722773369368
-3.2000000000000597,155.35263399564172
-3.0000000000000604,145.8405431606246
-2.800000000000061,82.28600659012382
-2.600000000000062,87.1443659272938
-2.4000000000000625,61.1771907421323
-2.2000000000000632,53.465103150850744
-2.000000000000064,100.24523212304285
-1.8000000000000647,42.54733358416765
-1.6000000000000654,47.225459164508266
-1.400000000000066,21.21520973982777
-1.2000000000000668,16.99791686870887
-1.0000000000000675,51.6471383061926
-0.8000000000000682,8.237100255043957
-0.6000000000000689,1.1363943987854253
-0.40000000000006963,24.80672982854478
-0.20000000000007034,19.81461982491279
-7.105427357601002e-14,23.772678519200657
0.19999999999992824,0.7229335739685201
0.3999999999999275,-61.012225814310014
0.5999999999999268,6.908894297686285
0.7999999999999261,-0.250123558991147
0.9999999999999254,12.544128286939241
1.1999999999999247,-45.7940585063476
1.399999999999924,53.22422902465043
1.5999999999999233,-60.971583444097675
1.7999999999999226,-3.391402179305615
1.9999999999999218,-24.621343276931054
2.199999999999921,-41.01397936533577
2.3999999999999204,-1.9160291653008983
2.5999999999999197,-34.44290363635027
2.799999999999919,-95.2686546283175
2.9999999999999183,-59.01835349130576
3.1999999999999176,-8.670257852411158
3.399999999999917,46.73896835208717
3.599999999999916,-62.43777604428138
3.7999999999999154,-15.708359531832043
3.9999999999999147,31.522006305555813
4.199999999999914,9.806109574253963
4.399999999999913,-15.668625322358924
4.599999999999913,-42.65773647295539
4.799999999999912,-48.63453894021281
4.999999999999911,-12.437173619394812
5.1999999999999105,4.547714070444554
5.39999999999991,-45.87354385330717
5.599999999999909,-22.810251225268686
5.799999999999908,43.90945395924396
5.999999999999908,29.730229858863296
6.199999999999907,26.955082287658826
6.399999999999906,45.37442504393068
6.5999999999999055,41.6212571668068
6.799999999999905,102.62548623750484
6.999999999999904,133.1986219865583
7.199999999999903,155.80846585969806
7.399999999999903,124.89393579380935
7.599999999999902,136.41457776628576
7.799999999999901,168.69286439019533
7.9999999999999005,188.1534644271247
8.1999999999999,191.55614653298832
8.399999999999899,195.96850216632424
8.599999999999898,152.96042501149515
8.799999999999898,136.8090448833461
8.999999999999897,224.31458436559544
9.199999999999896,208.7850265400116
9.399999999999896,223.92986895935516
9.599999999999895,213.31737797664323
9.799999999999894,215.7714564491258
9.999999999999893,312.06499861126713
10.199999999999893,299.55302981140244
10.399999999999892,269.64902141853105
10.599999999999891,329.71261824133757
10.79999999999989,343.9680051662406
10.99999999999989,367.6554847094804
11.19999999999989,436.59812441233703
11.399999999999888,386.55893696307004
11.599999999999888,367.61130453205186
11.799999999999887,425.89627924460683
11.999999999999886,424.6093024342748
12.19999999999989,480.0570351056863
12.399999999999885,489.91627368083704
12.59999999999988,514.3950525142673
12.799999999999883,507.7884649519719
12.999999999999886,558.4103642502813
13.199999999999882,552.2923183176985
13.399999999999878,605.1177806414729
13.59999999999988,602.969846148462
13.799999999999883,601.2478070615454
13.99999999999988,672.9557087085428
14.199999999999875,660.4171839018649
14.399999999999878,748.9164331012695
14.59999999999988,743.2886878259033
14.799999999999876,768.8311564388478
14.999999999999872,783.0403437042453
15.199999999999875,803.8194405736496
15.399999999999878,759.9990676686028
15.599999999999874,894.6651167063258
15.79999999999987,860.3826397675857
15.999999999999872,940.6878557214055
16.199999999999875,920.4446833373676
16.39999999999987,963.3062074702674
16.599999999999866,989.2743050228053
16.79999999999987,993.6451427967003
16.999999999999872,1048.8487285468025
17.199999999999868,1097.8903852903845
17.399999999999864,1101.1746520323425
17.599999999999866,1106.0774997056744
17.79999999999987,1157.6035333195648
17.999999999999865,1213.4945194776158
18.19999999999986,1272.0160624484256
18.399999999999864,1294.6783187031442
18.599999999999866,1310.622109351131
18.799999999999862,1304.9321110325823
18.999999999999858,1395.2066840269545
19.19999999999986,1402.3263223315603
19.399999999999864,1428.4005479592454
19.59999999999986,1497.30331691718
19.799999999999855,1523.335342525153
19.999999999999858,1554.9885413159348
20.19999999999986,1541.0536726417124
20.399999999999856,1593.28450798086
20.599999999999852,1596.8834377743724
20.799999999999855,1690.633121333964
